conceptType,conceptUri,skillType,reuseLevel,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d62d2b4c-a6f8-439e-8a1b-4f29ab5f2c47,skill/competence,transversal,λήψη αποφάσεων,released,,Επιλογή μεταξύ διαφόρων εναλλακτικών δυνατοτήτων.,http://data.europa.eu/esco/skill/91860993-1a8b-4473-91f3-600aa1924bd0,Προδραστική προσέγγιση
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d822b4b2-26c7-4bd9-970d-229c6504f615,skill/competence,transversal,δημιουργία ψηφιακού περιεχομένου,released,,"Δημιουργία και επεξεργασία απλών στοιχείων ψηφιακού περιεχομένου, όπου χρειάζεται με καθοδήγηση.
  ",http://data.europa.eu/esco/skill/3399045f-8078-4066-8b46-475b49b260ab,Εργασία με ψηφιακές συσκευές και εφαρμογές
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d9013e0e-e937-43d5-ab71-0e917ee882b8,skill/competence,transversal,διαχείριση χρόνου,released,,"Προγραμματισμός της χρονικής ακολουθίας εκδηλώσεων, προγραμμάτων και δραστηριοτήτων, καθώς και της εργασίας άλλων.",http://data.europa.eu/esco/skill/14c41899-0224-4cbc-bd8c-e946ada2da87,Αποδοτική εργασία
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d9449998-c1f5-478c-a103-2255398cf0b6,skill/competence,transversal,εφαρμογή προτύπων υγιεινής,released,συμμόρφωση με τις υγιεινές πρακτικές εργασίας | εφαρμογή των πρακτικών υγιεινής εργασίας | εντοπισμός κινδύνων για την υγιεινή | φροντίδα για την καθαριότητα | φροντίδα για την υγιεινή | φροντίδα της υγιεινής,"Ανάληψη προσωπικής ευθύνης για τη διασφάλιση ασφαλούς και μη μολυσματικού εργασιακού και βιοτικού περιβάλλοντος, συμπεριλαμβανομένης της χρήσης μάσκας, απολυμαντικών και γενικής προσωπικής υγιεινής.
	",http://data.europa.eu/esco/skill/3d54fec5-d9cb-45a0-bf8d-ffaf3790a5bb,Εφαρμογή δεξιοτήτων και ικανοτήτων στον τομέα της υγείας
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/db33c0f3-43ee-4ba3-ba47-9269ac837697,skill/competence,transversal,κριτική αξιολόγηση πληροφοριών και των πηγών τους,released,κατανόηση του ρόλου των μέσων ενημέρωσης στις δημοκρατικές κοινωνίες | έλεγχος γεγονότων | αξιολόγηση πληροφοριών | επαλήθευση πληροφοριών | επαλήθευση της πηγής των πληροφοριών | ανίχνευση προκατάληψης,"Ικανότητα αξιολόγησης και ανάλυσης πληροφοριών και των πηγών τους. Επίδειξη ικανότητας πρόσβασης και κριτικής κατανόησης τόσο παραδοσιακών όσο και νέων μορφών μέσων ενημέρωσης, καθώς και του ρόλου και της λειτουργίας τους στις δημοκρατικές κοινωνίες.
	",http://data.europa.eu/esco/skill/d6e97b91-b75d-45f5-8566-667798957b0f,Εφαρμογή δεξιοτήτων και ικανοτήτων στον τομέα των κοινών
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dcc99418-d896-4b3b-8596-658093a17a8f,skill/competence,transversal,διαχείριση χρόνιων παθήσεων,released,"αναζήτηση της  κατάλληλης φροντίδας | χρήση βοηθημάτων ακοής, όρασης ή βάδισης","Προσδιορισμός και χρήση τρόπων για την ελαχιστοποίηση των αρνητικών επιπτώσεων των χρόνιων παθήσεων, συμπεριλαμβανομένης της χρήσης βοηθημάτων όρασης, ακοής και βάδισης, κατάλληλων φαρμάκων και επαρκούς κοινωνικής και ιατρικής υποστήριξης.
	",http://data.europa.eu/esco/skill/3d54fec5-d9cb-45a0-bf8d-ffaf3790a5bb,Εφαρμογή δεξιοτήτων και ικανοτήτων στον τομέα της υγείας
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/deb3c1bc-d48a-42e6-b0cc-cb238534ec28,skill/competence,transversal,εφαρμογή γνώσεων κοινωνικών και ανθρωπιστικών επιστημών,released,κατανόηση του  ρόλου των κοινωνικών κινημάτων στην κοινωνία | επίδειξη γνώσης της ευρωπαϊκής ιστορίας | επίδειξη κοινωνικής γνώσης | επίδειξη ενδιαφέροντος για την πολιτική,"Επίδειξη κατανόησης του χαρακτήρα, της πολυφωνίας και της λειτουργίας των κοινωνικών και πολιτικών ομάδων, καθώς και της σχέσης τους με την κοινωνικοοικονομική διάσταση της κοινωνίας. Κατανόηση του ρόλου και της θέσης των ατόμων στην κοινωνία.
	",http://data.europa.eu/esco/skill/44ff6716-7d71-4a16-821b-61d10e9e290d,Εφαρμογή γενικών γνώσεων
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/df5e3d02-9f0f-44ee-91c2-85c62f161868,skill/competence,transversal,"προώθηση ιδεών, προϊόντων ή υπηρεσιών",released,πειθώ | ικανότητα κλεισίματος των πωλήσεων τακτικά και με σιγουριά | επηρεασμός στις αποφάσεις άλλων | επηρεασμός άλλων | ικανοποίηση από την πώληση,"Παρουσίαση και διαφήμιση προϊόντων, προγραμμάτων και υπηρεσιών με στόχο την άσκηση πειθούς και επιρροής σε άλλους.
	",http://data.europa.eu/esco/skill/6f142deb-03a9-4cd7-94ce-e0f023ae2169,Επικοινωνία
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2d44a9b-f28c-489e-9861-b654b5ded507,skill/competence,transversal,κινητοποίηση άλλων ατόμων,released,,Κατεύθυνση της συμπεριφοράς άλλων ανθρώπων με την παροχή πειστικού λόγου για την ανάληψη δράσης.,http://data.europa.eu/esco/skill/fe5eabaa-63f6-4c44-b405-fc3ded8d56cb,Άσκηση ηγετικού ρόλου
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e37d64dc-0f05-4ee8-b065-bf76f70d8f5c,skill/competence,transversal,τήρηση υποχρεώσεων εμπιστευτικότητας,released,τήρηση μυστικών πληροφοριών | διασφάλιση της ιδιωτικής ζωής | διακριτικότητα | συμμόρφωση με τις υποχρεώσεις εμπιστευτικότητας | προστασία της ιδιωτικής ζωής | χειρισμός ευαίσθητων πληροφοριών | διασφάλιση απόλυτης διακριτικότητας,"Τήρηση της αναγκαίας διακριτικής ευχέρειας και αυτοσυγκράτησης κατά τον χειρισμό εμπιστευτικών, μυστικών ή δυσάρεστων πληροφοριών.
	",http://data.europa.eu/esco/skill/925af2b5-2f4d-4cce-92cc-79e1ff887c7d,Τήρηση κώδικα δεοντολογίας
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e49f4158-9d4c-425d-bf32-dfe89b19840a,skill/competence,transversal,σχεδιασμός,released,εκτέλεση προγραμματισμού | σχεδιασμός δραστηριοτήτων,"Διαχείριση του χρονοδιαγράμματος και των πόρων για την έγκαιρη ολοκλήρωση καθηκόντων.
	",http://data.europa.eu/esco/skill/66fdc34c-2326-4baa-b8ff-7a1d1015fe3a,Σχεδιασμός και οργάνωση
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ef7562b2-f176-4d7c-a0b2-27ae8cce0b7d,skill/competence,transversal,αντίδραση σε φυσικές μεταβολές ή κινδύνους,released,επίδειξη ανταπόκρισης | επίδειξη ευελιξίας,"Ταχεία και κατάλληλη αντίδραση και ανταπόκριση σε εξωτερικές ή εσωτερικές συνθήκες και ερεθίσματα.
	",http://data.europa.eu/esco/skill/e52389a2-1a05-45b0-8db3-4bda0f0c0b48,Ανταπόκριση σε φυσικές συνθήκες
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f4346299-e22a-4686-8e61-2c9b0cd51c7d,skill/competence,transversal,εφαρμογή μέτρων ψηφιακής ασφάλειας,released,χρήση λογισμικού προστασίας από ιούς | αφαίρεση ιών και κακόβουλου λογισμικού από έναν υπολογιστή | προστασία ψηφιακών συσκευών | επικαιροποίηση των μέτρων διαδικτυακής ασφάλειας | προστασία των συσκευών ΤΠΕ | προστασία των προσωπικών δεδομένων,"Εφαρμογή απλών τρόπων προστασίας των ψηφιακών συσκευών και του ψηφιακού περιεχομένου.
	",http://data.europa.eu/esco/skill/3399045f-8078-4066-8b46-475b49b260ab,Εργασία με ψηφιακές συσκευές και εφαρμογές
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f4bcdb75-df28-441d-a52b-9730904f36a1,skill/competence,transversal,άσκηση δικαιωμάτων και ευθυνών,released,επίδειξη ενδιαφέροντος για τα τρέχοντα γεγονότα | συμμετοχή στη δημοκρατική λήψη αποφάσεων,"Επίγνωση και χρήση των συνταγματικών και νομικών δικαιωμάτων, συμπεριλαμβανομένου του καθήκοντος τήρησης του νόμου, της καταβολής φόρων και της παροχής βοήθειας, καθώς και του δικαιώματος ψήφου, του δικαιώματος του εκλέγεσθαι ή του δικαιώματος παρουσίας συνηγόρου υπεράσπισης σε δίκη.
	",http://data.europa.eu/esco/skill/d6e97b91-b75d-45f5-8566-667798957b0f,Εφαρμογή δεξιοτήτων και ικανοτήτων στον τομέα των κοινών
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/fa46a48d-9cb9-422d-afab-1047654dbcdd,skill/competence,transversal,απομνημόνευση πληροφοριών,released,μνημονικές αρχές | απομπνημόνευση πληροφοριών | απομνημονεύστε πληροφορίες | διαδικασίες απομνημόνευσης,"Αποθήκευση πληροφοριών, όπως λέξεις, αριθμοί, εικόνες και διαδικασίες για μεταγενέστερη ανάκτηση.",http://data.europa.eu/esco/skill/fff1d675-c36a-4c12-9cd4-407f21ccd06a,"Επεξεργασία πληροφοριών, ιδεών και εννοιών"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/fd89f784-88dc-4d35-abd7-86aa073cab12,skill/competence,transversal,ανοικτό μυαλό,released,/ανοιχτόμυαλη | αποδοχή των άλλων | επίδειξη ελευθερίας από προκαταλήψεις | απόκτηση νέων ιδεών και εμπειριών | το να είσαι ανοιχτόμυαλος,"Επίδειξη ενδιαφέροντος και ανοικτής διάθεσης στα προβλήματα άλλων.
	",http://data.europa.eu/esco/skill/f5c9eef3-0495-4747-9519-d71a58d252bd,Επίδειξη βούλησης για μάθηση
