conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a28df07f-976c-4eb4-b29a-06161af39756,χρήση μηχανογραφικών συστημάτων διαχείρισης συντήρησης,released,skill/competence,sector-specific,,"Χρήση μηχανογραφικών συστημάτων διαχείρισης συντήρησης (CMMS), με σκοπό τη διευκόλυνση της αποτελεσματικής παρακολούθησης των εργασιών οι οποίες εκτελούνται στις εγκαταστάσεις συντήρησης.",http://data.europa.eu/esco/skill/b916d60e-38e9-4241-914a-4e2144bda711 | http://data.europa.eu/esco/skill/c5bc42be-4970-4dce-80e2-af78bae42e84 | http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,χειρισμός αυτοματοποιημένων συστημάτων ελέγχου | διαχείριση εργασιών συντήρησης | χρήση ψηφιακών εργαλείων για συνεργασία και παραγωγικότητα
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a2b566b0-1070-47a4-adc8-88839942ce25,υβριδικά συστήματα ελέγχου,released,knowledge,cross-sector,,Τα συστήματα ελέγχου που περιέχουν τόσο υποσυστήματα με συνεχή δυναμική όσο και υποσυστήματα με διακριτή δυναμική.,http://data.europa.eu/esco/isced-f/0613,ανάπτυξη και ανάλυση λογισμικού και εφαρμογών
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a2b5dcf3-5b6a-453d-876c-cff540c0faf1,λογισμικό για σχεδιασμό με χρήση υπολογιστή,released,knowledge,cross-sector,λογισμικό CAD,"Το λογισμικό σχεδιασμού με τη βοήθεια ηλεκτρονικού υπολογιστή (CAD) για τη δημιουργία, την τροποποίηση, την ανάλυση ή τη βελτιστοποίηση ενός σχεδιασμού.",http://data.europa.eu/esco/isced-f/0613,ανάπτυξη και ανάλυση λογισμικού και εφαρμογών
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a2fef437-6719-47c2-8552-73b9fe81df86,σχεδιασμός των δυνατοτήτων ΤΠΕ,released,skill/competence,occupation-specific,σχεδιάζω τη δυναμικότητα των ΤΠΕ | δημιουργώ υποδομές ΤΠΕ | καταρτίζω προγράμματα δυνατοτήτων ΤΠΕ | προγραμματίζω χωρητικότητα ΤΠΕ,"Προγραμματισμός των πλέον μακροπρόθεσμων δυνατοτήτων υλισμικού, των υποδομών ΤΠΕ, των ανθρώπινων πόρων και άλλων πτυχών που απαιτούνται για την αντιμετώπιση των μεταβαλλόμενων απαιτήσεων για προϊόντα και υπηρεσίες ΤΠΕ.",http://data.europa.eu/esco/skill/2c5cbddf-3393-452f-abb0-8e734d1b61be | http://data.europa.eu/esco/skill/92fc9726-5b5e-439e-a33c-06a8c63fbb9a,σχεδιασμός μελλοντικών απαιτήσεων δυναμικού | κατανομή και έλεγχος των πόρων
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a32c2a6d-02ea-42ec-b2b7-66659ce1811c,χειρισμός ηχητικού βυθομέτρου,released,skill/competence,sector-specific,,Χειρισμός τεχνολογικού εξοπλισμού για τη μέτρηση του βάθους του ωκεανού. Υπολογισμός και ερμηνεία των αποτελεσμάτων και κοινοποίησή τους στη διοίκηση.,http://data.europa.eu/esco/skill/7ca69606-5ffc-4668-ae53-713c1f1612e6,χειρισμός επιστημονικού και εργαστηριακού εξοπλισμού
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a35b9b1c-ebfe-41ac-96be-2a7b2ea04670,ροή εργασιών που βασίζεται σε αρχεία,released,knowledge,sector-specific,,"Καταγραφή κινούμενων εικόνων χωρίς τη χρήση ταινίας, αλλά με την αποθήκευση αυτών των ψηφιακών βίντεο σε οπτικούς δίσκους, σκληρούς δίσκους και άλλες ψηφιακές συσκευές αποθήκευσης.",http://data.europa.eu/esco/isced-f/0211,τεχνικές και παραγωγή οπτικοακουστικών μέσων
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a3882117-5ace-40b3-ad39-014d8b53c835,παραγωγή σαρωμένων εικόνων,released,skill/competence,sector-specific,,Παραγωγή σαρωμένων εικόνων οι οποίες πληρούν διάφορες κατηγορίες απαιτήσεων και δεν παρουσιάζουν πιθανά ελαττώματα.,http://data.europa.eu/esco/skill/a556a3db-cd48-42a5-825c-f95f6f5ccbfe,δημιουργία διατάξεων οπτικής απεικόνισης και διακοσμήσεων
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a3bd38a7-06e4-4e9c-8bbc-75aa36871801,χειρισμός συστημάτων ενημέρωσης αλληλογραφίας,released,skill/competence,sector-specific,,"Χειρισμός συστημάτων πληροφοριών ηλεκτρονικού ταχυδρομείου για την καταγραφή της επεξεργασίας και του χειρισμού της αλληλογραφίας. Καταγραφή βλαβών και εντοπισμός δεμάτων που δεν παραδόθηκαν. Διασφάλιση της ιχνηλασιμότητας της αλληλογραφίας και των μικρών δεμάτων, έως την παράδοσή τους στους παραλήπτες.",http://data.europa.eu/esco/skill/1034004c-0347-4765-8794-b65d2c92b379,τεκμηρίωση και καταγραφή πληροφοριών
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a3ce2bf7-5562-4639-9b52-fdb4850a3904,τεχνικές διαχείρισης προβλημάτων ΤΠΕ,released,knowledge,sector-specific,τεχνικές επίλυσης ζητημάτων ΤΠΕ | πρακτικές αντιμετώπισης προβλημάτων ΤΠΕ | τακτικές επιδιόρθωσης προβλημάτων ΤΠΕ | τεχνικές αντιμετώπισης προβλημάτων ΤΠΕ | μέθοδοι διαχείρισης προβλημάτων ΤΠΕ,Οι τεχνικές που σχετίζονται με τον προσδιορισμό λύσεων για τα γενεσιουργά αίτια των συμβάντων ΤΠΕ.,http://data.europa.eu/esco/isced-f/0611,χρήση υπολογιστών
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a3e7ebba-5183-4df8-9203-35b9b9b8f4fa,συλλογή δεδομένων πελατών,released,skill/competence,sector-specific,,"Συλλογή δεδομένων πελατών όπως στοιχεία επικοινωνίας, πιστωτικών καρτών και στοιχείων τιμολόγησης, συλλογή πληροφοριών για τον εντοπισμό του ιστορικού αγορών.",http://data.europa.eu/esco/skill/29dcc31e-a8d6-4a62-b3c1-2de81e966e39,συγκέντρωση πληροφοριών από φυσικές ή ηλεκτρονικές πηγές
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a4346013-a967-4a58-a533-6b32ad1364c5,προστασία δεδομένων,released,knowledge,sector-specific,,"Οι αρχές, τα δεοντολογικά ζητήματα, τους κανονισμούς και τα πρωτόκολλα για την προστασία των δεδομένων.",http://data.europa.eu/esco/isced-f/0612,σχεδιασμός και διαχείριση βάσεων δεδομένων και δικτύων
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a46743b7-ff8c-49b6-99f7-7fa5bc241771,χρήση ηλεκτρονικού μητρώου υγείας στη νοσηλευτική,released,skill/competence,sector-specific,,"Χρήση των ηλεκτρονικών μητρώων υγείας για την τεκμηρίωση της νοσηλευτικής αξιολόγησης, της διάγνωσης, των παρεμβάσεων και των αποτελεσμάτων που βασίζονται σε συγκρίσιμα συστήματα ταξινόμησης νοσηλευτικής και ταξονομίας.",http://data.europa.eu/esco/skill/4463a721-69f3-413d-8321-43e3af13a4f1 | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"χρήση βάσεων δεδομένων | διαχείριση, συλλογή και αποθήκευση ψηφιακών δεδομένων"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a47d194d-0ffd-4aaa-b695-fbbe0255000e,σχεδιασμός πληροφοριακών συστημάτων,released,skill/competence,sector-specific,σχεδιασμός πληροφορικών συστημάτων | ανάπτυξη συστημάτων πληροφοριών | σχεδιασμός συστημάτων ΤΠΕ,"Καθορισμός της αρχιτεκτονικής, της σύνθεσης, των συνιστωσών, των δομοστοιχείων, των διεπαφών και των δεδομένων για τα ολοκληρωμένα συστήματα πληροφοριών (υλισμικό, λογισμικό και δίκτυο), βάσει των απαιτήσεων και των προδιαγραφών του συστήματος.",http://data.europa.eu/esco/skill/b590d4e5-7c62-4b4a-abc2-c270b482e0ce,σχεδιασμός συστημάτων ή εφαρμογών τπε
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a4881e54-6055-4e61-855a-0a56ced7cfa3,αξιολόγηση της στρατηγικής για το διαδίκτυο,released,knowledge,sector-specific,ανάλυση στρατηγικής ιστού | διαδικτυακή αξιολόγηση | αξιολόγηση παρουσίας στο διαδίκτυο,"Τεχνικές για τη διενέργεια διεξοδικής ανάλυσης της παρουσίας μιας εταιρείας στο διαδίκτυο.
	",http://data.europa.eu/esco/isced-f/0414,εμπορική προώθηση και διαφήμιση
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a48e97cc-9240-46e3-b62d-a6935f132bea,εντοπισμός απολιθωμάτων,released,skill/competence,occupation-specific,,Προσδιορισμός της θέσης απολιθωμάτων με χρήση σαρωτών ραντάρ και άλλου εξοπλισμού.,http://data.europa.eu/esco/skill/7ca69606-5ffc-4668-ae53-713c1f1612e6,χειρισμός επιστημονικού και εργαστηριακού εξοπλισμού
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a4a882a1-0263-4dd2-b29a-f0028cac2393,ορισμός στρατηγικής ολοκλήρωσης,released,skill/competence,sector-specific,ορισμός της στρατηγικής ενοποίησης | ανάπτυξη μεθόδων ενσωμάτωσης συστημάτων | καθορισμός της στρατηγικής ολοκλήρωσης | ορισμός των μεθόδων ενσωμάτωσης,"Προσδιορισμός στρατηγικών για την ολοκλήρωση συστήματος, με ενσωμάτωση του χρονοδιαγράμματος, των διαδικασιών που απαιτούνται για τον συνδυασμό συνιστωσών σε υποσυστήματα και συστήματα, των μέσων για τον τρόπο διεπαφής των συνιστωσών, καθώς και των κινδύνων που συνδέονται με την ολοκλήρωση.",http://data.europa.eu/esco/skill/248894d1-42dc-474f-af6e-2da52ac0c679 | http://data.europa.eu/esco/skill/b590d4e5-7c62-4b4a-abc2-c270b482e0ce,καθορισμός τεχνολογικής στρατηγικής | σχεδιασμός συστημάτων ή εφαρμογών τπε
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a4bead49-86a0-4849-8b6a-77cdcc157808,οδηγίες κατασκευαστή για οπτικοακουστικό εξοπλισμό,released,knowledge,sector-specific,,"Οδηγίες του κατασκευαστή για την εγκατάσταση εξοπλισμού ήχου και εικόνας, όπως ορίζεται στο εγχειρίδιο χρήστη.",http://data.europa.eu/esco/isced-f/0211,τεχνικές και παραγωγή οπτικοακουστικών μέσων
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a4c2aa71-086f-4a46-b481-2619673c9dfe,διενέργεια έρευνας δραστηριοτήτων χρηστών ΤΠΕ,released,skill/competence,sector-specific,πραγματοποίηση έρευνας ενεργειών χρηστών ΤΠΕ | διενέργεια έρευνας εργασιών χρήστη ΤΠΕ | διενέργεια έρευνας καθηκόντων χρήστη ΤΠΕ | διενέργεια έρευνας δράσεων χρηστών ΤΠΕ,"Εκτέλεση εργασιών έρευνας όπως η πρόσληψη συμμετεχόντων, ο προγραμματισμός καθηκόντων, η συλλογή εμπειρικών δεδομένων, η ανάλυση δεδομένων και η παραγωγή υλικών προκειμένου να αξιολογηθεί η αλληλεπίδραση των χρηστών με κάποιο σύστημα, πρόγραμμα ή εφαρμογή ΤΠΕ.",http://data.europa.eu/esco/skill/ddfe79e2-c2e3-4ba7-9bdf-3820b4f75b54 | http://data.europa.eu/esco/skill/8fde007e-ea4c-48c2-84c5-752834acd31d,"Προσδιορισμός των αναγκών χρηστών ΤΠΕ | διενέργεια μελετών, ερευνών και εξετάσεων"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a4d336a6-9ffd-402a-91cc-f359716ba4e0,ML (προγραμματισμός ηλεκτρονικών υπολογιστών),released,knowledge,sector-specific,,"Οι τεχνικές και οι αρχές ανάπτυξης λογισμικού, όπως είναι η ανάλυση, οι αλγόριθμοι, η κωδικοποίηση, οι δοκιμές και η κατάρτιση υποδειγμάτων μοντέλων σε πλαίσιο ML.",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/isced-f/0613,προγραμματισμός ηλεκτρονικών υπολογιστών | ανάπτυξη και ανάλυση λογισμικού και εφαρμογών
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a4e31589-3632-4926-91d0-15b889c90b9b,IBM WebSphere,released,knowledge,sector-specific,,Ο εξυπηρετητής της εφαρμογής της IBM WebSphere παρέχει ευέλικτα και ασφαλή περιβάλλοντα Java EE για τη στήριξη υποδομών και την ανάπτυξη εφαρμογών.,http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/69bbd53f-fbb0-4476-b4b2-ef7844464e28,ανάπτυξη και ανάλυση λογισμικού και εφαρμογών | προγραμματισμός ιστού
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a4ec696c-ac73-4bd5-8a3c-09a783cf3944,χρήση λογισμικού για τον σχεδιασμό ορυχείου,released,skill/competence,sector-specific,,"Χρήση εξειδικευμένου λογισμικού για τον σχεδιασμό, τη σχεδίαση και το μοντέλο των εξορυκτικών δραστηριοτήτων.",http://data.europa.eu/esco/skill/5475343c-5e75-415f-b431-17f3c20a347e | http://data.europa.eu/esco/skill/b1115b14-fa16-4c1e-be6c-91fd49a1808b,χρήση λογισμικού για τον σχεδιασμό της παραγωγής | χρήση εργαλείων σχεδιασμού και σχεδίασης με τη βοήθεια ηλεκτρονικού υπολογιστή
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a50c6a0a-5171-4be6-aa2b-50fe4d025d45,δημιουργία τρισδιάστατων πρωτοτύπων υποδημάτων με το λογισμικό CAD,released,skill/competence,sector-specific,δημιουργία τρισδιάστατων πρωτοτύπων υποδημάτων με τη βοήθεια υπολογιστή,"Ικανότητα ανάγνωσης και κατανόησης των οπτικών στοιχείων και των τεχνικών προδιαγραφών σχεδιασμού από σκαριφήματα που σχεδιάστηκαν στο χέρι ή με υπολογιστή, φωτογραφίες και σχέδια. Ψηφιοποίηση ή σάρωση των καλαποδιών. Δημιουργία του σχεδιασμού με βάση το σχήμα, σύμφωνα με τις απαιτήσεις του πελάτη για τις διαστάσεις. Διενέργεια τρισδιάστατης μοντελοποίησης για τα υποδήματα, με τη χρήση διαφόρων λειτουργικών δυνατοτήτων του λογισμικού CAD, όπως η παραγωγή, ο χειρισμός και η δοκιμή εικονικών εικόνων για τρισδιάστατο καλλιτεχνικό και τεχνικό σχεδιασμό με τη βοήθεια υπολογιστή. Παραγωγή εναλλακτικών σχεδίων και ανάπτυξη εικονικών μοντέλων και σειρών συλλογής. Πραγματοποίηση παρουσιάσεων και καταλόγων.",http://data.europa.eu/esco/skill/b34e2ba1-9080-48c9-9b42-ee9192a4d3f1 | http://data.europa.eu/esco/skill/b1115b14-fa16-4c1e-be6c-91fd49a1808b,χρήση λογισμικού για σχεδιασμό με χρήση υπολογιστή | χρήση εργαλείων σχεδιασμού και σχεδίασης με τη βοήθεια ηλεκτρονικού υπολογιστή
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a520b743-8f40-43ac-a2d5-755899120844,τεχνολογία ήχου,released,knowledge,cross-sector,ακουστική τεχνολογία,"Οι διάφορες τεχνολογίες για την παραγωγή, την καταγραφή και την αναπαραγωγή ήχου.",http://data.europa.eu/esco/isced-f/0211,τεχνικές και παραγωγή οπτικοακουστικών μέσων
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a521903b-aa32-4954-9790-961b0df1261f,μη επανδρωμένα εναέρια συστήματα,released,knowledge,sector-specific,μη επανδρωμένα αεροσκάφη,Τα συστήματα που χρησιμοποιούνται για τον τηλεχειρισμό μη επανδρωμένων εναέριων οχημάτων από δομοστοιχείο επί του οχήματος ή από χειριστή που βρίσκεται στο έδαφος ή στον αέρα.,http://data.europa.eu/esco/isced-f/0714,ηλεκτρονική και αυτοματισμός
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a56dec32-05ef-45de-a256-ee6741f356db,εμπιστευτικότητα πληροφοριών,released,knowledge,sector-specific,εμπιστευτικότητα δεδομένων· έλεγχος πρόσβασης δεδομένων | εμπιστευτικότητα δεδομένων | εμπιστευτικότητα στοιχείων | έλεγχος πρόσβασης δεδομένων | απόρρητο δεδομένων καταναλωτή,"Οι μηχανισμοί και οι κανονισμοί που επιτρέπουν τον επιλεκτικό έλεγχο της πρόσβασης και εγγυώνται ότι μόνο τα εξουσιοδοτημένα μέρη (άτομα, διαδικασίες, συστήματα και συσκευές) έχουν πρόσβαση στα δεδομένα, τον τρόπο συμμόρφωσής τους με εμπιστευτικές πληροφορίες και τους κινδύνους μη συμμόρφωσης.",http://data.europa.eu/esco/skill/e37d64dc-0f05-4ee8-b065-bf76f70d8f5c | http://data.europa.eu/esco/isced-f/0612,τήρηση υποχρεώσεων εμπιστευτικότητας | σχεδιασμός και διαχείριση βάσεων δεδομένων και δικτύων
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a571ae14-3e16-4fd3-a615-5646e0b0b696,διερεύνηση δεδομένων,released,skill/competence,cross-sector,,"Ανάλυση, μετασχηματισμός και μοντελοποίηση δεδομένων για την ανακάλυψη χρήσιμων πληροφοριών και την υποστήριξη της διαδικασίας λήψης αποφάσεων.",http://data.europa.eu/esco/skill/1d6c7de4-350e-4868-a47b-333b4b0d9650 | http://data.europa.eu/esco/skill/1f2950c0-ef1e-44b4-9a55-125ccd7b78af,"αξιολόγηση δεδομένων, πληροφοριών και ψηφιακού περιεχομένου | ανάλυση και αξιολόγηση πληροφοριών και δεδομένων"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a572fd00-6735-428b-9fb1-fd2bf6262b21,παρακολούθηση διαδικτυακών ανταγωνιστών,released,skill/competence,occupation-specific,,Παρακολούθηση δραστηριοτήτων εταιρειών του ίδιου τομέα που προσφέρουν παρόμοιο προϊόν ή υπηρεσία σε επιγραμμικό περιβάλλον.,http://data.europa.eu/esco/skill/5c2d5780-23ed-4372-bb8d-c1846ee404ae,παρακολούθηση χρηματοοικονομικών και οικονομικών πόρων και δραστηριοτήτων
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a57a54b6-2f2e-43e4-9621-b52f4a63cb08,LDAP,released,knowledge,sector-specific,,Η γλώσσα υπολογιστή LDAP είναι μια γλώσσα ερωτήσεων στην οποία πραγματοποιείται αναζήτηση πληροφοριών από βάση δεδομένων και εγγράφων που περιέχουν τις απαιτούμενες πληροφορίες.,http://data.europa.eu/esco/skill/9cf681c7-89ec-470c-b651-7fe03786f586 | http://data.europa.eu/esco/isced-f/0613,γλώσσα ερωτήσεων | ανάπτυξη και ανάλυση λογισμικού και εφαρμογών
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a59708e3-e654-4e37-8b8a-741c3b756eee,συστήματα πολυμέσων,released,knowledge,cross-sector,,"Οι μέθοδοι, οι διαδικασίες και οι τεχνικές λειτουργίας των συστημάτων πολυμέσων, συνήθως συνδυασμός λογισμικού και υλικού, που παρουσιάζουν διάφορα είδη μέσων, όπως βίντεο και ήχο.",http://data.europa.eu/esco/isced-f/0211,τεχνικές και παραγωγή οπτικοακουστικών μέσων
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a6532ae5-efc4-4ca4-b172-c11471940d09,ηλεκτρονική επιχειρηματική δραστηριότητα,released,knowledge,sector-specific,ηλεκτρονικό επιχειρείν,"Κάθε επιχειρηματική διαδικασία που υλοποιείται με τη χρήση δικτύου μέσω υπολογιστή. Αφορά κυρίως τη χρήση του Ιστού, του διαδικτύου και ενδοδικτύων για την άσκηση επιχειρηματικών δραστηριοτήτων. Διαλαμβάνει, μεταξύ άλλων, επιχειρησιακές διαδικασίες, όπως η διαχείριση των σχέσεων με τους πελάτες και η διαχείριση της αλυσίδας εφοδιασμού.
	",http://data.europa.eu/esco/isced-f/068,διεπιστημονικά προγράμματα και προσόντα που περιλαμβάνουν τεχνολογίες πληροφορικής και επικοινωνιών (τπε)
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a71577b2-7550-4222-88ee-dcbd2d881516,λογισμικό επεξεργασίας γραφικών,released,knowledge,sector-specific,GraphicConverter | Phatch | Adobe Photoshop Elements | IrfanView | GIMPshop | sK1 | Chasys Draw IES | Corel Photo-Paint | Sodipodi | Color It! | CinePaint | PhotoPerfect | Macromedia FreeHand | Fotografix | Pixia | Tux Paint | UFRaw | PMview | FastStone Image Viewer | Apache OpenOffice Draw | PhotoScape | Paint.NET | γραφικά εργαλεία ΤΠΕ για την επεξεργασία γραφικών | TVPaint | PixBuilder Photo Editor | SVG-edit | OmniGraffle | Darktable | Autodesk SketchBook Pro | Swift 3D | Zoner Photo Studio | Photogenics | QFX | ArtRage | GimPhoto | Corel Painter Essentials | Pixlr.com | Fatpaint | λογισμικό γραφικών | Pixelmator | Iridient Developer | προγράμματα επεξεργασίας γραφικών | Rawstudio | ACD Canvas | DigiKam | KolourPaint | Xara Xtreme LX | Shotwell | Project Dogwaffle | F-Spot | GraphicsMagick | CodedColor | cosmigo Pro Motion | Unified Color HDR PhotoStudio | Inkscape | Ulead PhotoImpact | XnView | LView Pro | vector graphics editor | G'MIC | Erdas Imagine | γραφικά εργαλεία ΤΠΕ ψηφιακής επεξεργασίας γραφικών | RawTherapee | ArcSoft PhotoImpression | λογισμικό σύστημα επεξεργασίας γραφικών | LibreOffice Draw | Serif Photoplus | Picasa | Embroidermodder | NeoPaint | LazPaint | Serif DrawPlus | SAILightZone | GrafX2 | Pictor Paint | Balsamiq | Ability Photopaint | Photo Mechanic | XPaint | Xara Photo & Graphic Designer | PicMonkey | ImageMagick,"Ο τομέας των εργαλείων γραφικών των ΤΠΕ που επιτρέπουν την ψηφιακή επεξεργασία και τη σύνθεση γραφικών τεχνών, όπως τα GIMP, Adobe Photoshop και Adobe Illustrator, για την ανάπτυξη τόσο γραφικών ράστερ 2D καθώς και γραφικών διανύσματος 2D.",http://data.europa.eu/esco/skill/9ce670ec-318c-4a91-9179-03437db728dc | http://data.europa.eu/esco/skill/f058bf62-70d1-4f5e-be2a-8b26fac24a96 | http://data.europa.eu/esco/isced-f/0611,προδιαγραφές λογισμικού ΤΠΕ | σχεδιασμός γραφικών | χρήση υπολογιστών
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a72408af-b488-4ad4-801b-bbf16f7a7b57,εγκατάσταση συστημάτων κίνησης περσίδων,released,skill/competence,sector-specific,,"Εγκατάσταση μηχανικών και ηλεκτρικών περσίδων, όπως μανιβέλες και σωληνωτοί κινητήρες. Εφόσον είναι αναγκαίο, εγκατάσταση και σύνδεση ηλεκτρονικών συστημάτων ελέγχου, όπως τηλεχειριστήρια, αισθητήρες ήλιου και ανέμου.",http://data.europa.eu/esco/skill/a7065828-10aa-4aba-b7d4-f23a30df5060,"εγκατάσταση και επισκευή εξοπλισμού ηλεκτρικού, ηλεκτρονικού και ακριβείας"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a7242a8d-3762-42b7-b430-3369351bbd7d,χρωματισμός των αρνητικών των φωτογραφιών με ψηφιακά μέσα,released,skill/competence,sector-specific,,Χρήση της συσκευής σάρωσης για τη σάρωση των αρνητικών του φιλμ με σκοπό την ψηφιακή τελειοποίησή τους με τη χρήση λογισμικού επεξεργασίας εικόνων.,http://data.europa.eu/esco/skill/9ce52938-fe28-4548-b38d-0c783933e19a | http://data.europa.eu/esco/skill/c53a55a1-8b2b-4d2c-b12d-626742a3833a,επεξεργασία ψηφιακών κινούμενων εικόνων | χρήση ψηφιακών εργαλείων για την επεξεργασία ήχου και εικόνας
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a7723f06-53c3-4228-9fd0-1952ea1d7391,Havok Vision,released,knowledge,sector-specific,,"Ο κινητήρας παιχνιδιών που αποτελείται από ολοκληρωμένα περιβάλλοντα ανάπτυξης και εξειδικευμένα εργαλεία σχεδιασμού, που έχουν σχεδιαστεί για την ταχεία επανάληψη των παιχνιδιών υπολογιστών που προέρχονται από χρήστη. 
 ",http://data.europa.eu/esco/skill/966f2fd3-3de6-42da-b87c-da924c6d7960 | http://data.europa.eu/esco/isced-f/0211,συστήματα δημιουργίας ψηφιακών παιχνιδιών | τεχνικές και παραγωγή οπτικοακουστικών μέσων
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a7a14be2-78b5-4b4a-ba77-2658285e2756,εφαρμογή ανάδρομης τεχνικής έρευνας,released,skill/competence,sector-specific,εφαρμογή αντίστροφης μηχανικής | εφαρμογή αποσυμπίλησης | εφαρμογή ανάστροφης μηχανίκευσης,"Χρήση τεχνικών για την εξαγωγή πληροφοριών ή της αποσυναρμολόγησης στοιχείου ΤΠΕ, λογισμικού ή συστήματος, για την ανάλυση, τη διόρθωση και την εκ νέου συναρμολόγηση ή την αναπαραγωγή τους.",http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,προγραμματισμός συστημάτων ηλεκτρονικών υπολογιστών
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a7f0fbe0-c546-4f30-8e41-34a58c64567e,αποθήκευση δεδομένων,released,knowledge,sector-specific,συστήματα αποθήκευσης δεδομέν | φύλαξη δεδομένων· καταχώριση στοιχείων· καταγραφή πληροφοριών | αποθήκευση πληροφοριών· αποθήκευση στοιχείων | υπηρεσία φιλοξενίας αρχείων,"Οι φυσικές και τεχνικές έννοιες του τρόπου οργάνωσης της ψηφιακής αποθήκευσης δεδομένων σε συγκεκριμένα συστήματα τόσο σε τοπικό επίπεδο, όπως οι σκληροί δίσκοι και οι τυχαιοποιημένες μνήμες (RAM) όσο και εξ αποστάσεως, μέσω του δικτύου, του διαδικτύου ή του υπολογιστικού νέφους.",http://data.europa.eu/esco/isced-f/0612,σχεδιασμός και διαχείριση βάσεων δεδομένων και δικτύων
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a800a15c-2d1b-4151-8bf3-b21d47f709a1,ανάπτυξη σχεδίου διαδικτυακής κοινότητας,released,skill/competence,sector-specific,ανάπτυξη σχεδίου ηλεκτρονικής κοινότητας | ανάπτυξη σχεδίου επιγραμμικής κοινότητας | ανάπτυξη προγράμματος εικονικής κοινότητας | ανάπτυξη σχεδίου online κοινότητας | κατάρτιση σχεδίου ηλεκτρονικής κοινότητας,"Δημιουργία σχεδίου της κοινότητας για την ανάπτυξη της διαδικτυακής κοινότητας, την οικοδόμηση της χρήσης, τη διατήρηση των πρόσφατων χρηστών και την αύξηση της συμμετοχής των χρηστών.",http://data.europa.eu/esco/skill/52e3507b-1cad-409f-9146-3c5e2afe7df9 | http://data.europa.eu/esco/skill/b590d4e5-7c62-4b4a-abc2-c270b482e0ce,διαχείριση διαδικτυακής επικοινωνίας | σχεδιασμός συστημάτων ή εφαρμογών τπε
